,d_name,did,d_code,relation,e_name,eid,e_code
1726,肺心病,495,274096000,has symptom_main,心律失常,2094,698247007
1727,肺心病,495,274096000,has symptom,扑翼样震颤,2142,32838008
1740,肺炎克雷白杆菌肺炎,5,64479007,has symptom_main,高热,1421,409702008
1741,肺炎克雷白杆菌肺炎,5,64479007,has symptom_main,咳嗽,1406,49727002
1742,肺炎克雷白杆菌肺炎,5,64479007,has symptom_main,畏寒,1175,80585000
1743,肺炎克雷白杆菌肺炎,5,64479007,has symptom_main,砖红色胶冻痰,1756,
1744,肺炎克雷白杆菌肺炎,5,64479007,has symptom,恶心,1369,422587007
1745,肺炎克雷白杆菌肺炎,5,64479007,has symptom,腹泻,992,62315008
1746,肺炎克雷白杆菌肺炎,5,64479007,has symptom,呼吸困难,1207,267036007
1747,肺炎克雷白杆菌肺炎,5,64479007,has symptom,胸痛,2062,29857009
1757,肺炎链球菌肺炎,488,233607000,has symptom_main,高热,1421,409702008
1758,肺炎链球菌肺炎,488,233607000,has symptom_main,寒战,1281,43724002
1759,肺炎链球菌肺炎,488,233607000,has symptom_main,咳嗽,1406,49727002
1760,肺炎链球菌肺炎,488,233607000,has symptom_main,血痰,1769,270031000
1761,肺炎链球菌肺炎,488,233607000,has symptom_main,胸痛,2062,29857009
1762,肺炎链球菌肺炎,488,233607000,has symptom,肺不张,1011,46621007
1763,肺炎链球菌肺炎,488,233607000,has symptom,肺纹理增多,1928,15232001
1764,肺炎链球菌肺炎,488,233607000,has symptom,颈静脉怒张,1652,271653008
1771,肺炎衣原体肺炎,162,233609002,has symptom_main,发热,755,386661006
1772,肺炎衣原体肺炎,162,233609002,has symptom_main,咳嗽,1406,49727002
1773,肺炎衣原体肺炎,162,233609002,has symptom_main,咽喉痛,1743,162397003
1774,肺炎衣原体肺炎,162,233609002,has symptom_main,疲劳,901,84229001
1775,肺炎衣原体肺炎,162,233609002,has symptom_main,胸痛,2062,29857009
1776,肺炎衣原体肺炎,162,233609002,has symptom,头痛,1650,25064002
1777,肺炎衣原体肺炎,162,233609002,has symptom,啰音,1793,48409008
1778,肺炎衣原体肺炎,162,233609002,has symptom,声音嘶哑,775,50219008
1785,风湿性多发性肌痛症,430,65323003,has symptom_main,晨僵,2043,40144003
1786,风湿性多发性肌痛症,430,65323003,has symptom_main,对称性肌肉痛,1640,68962001|255473004
1787,风湿性多发性肌痛症,430,65323003,has symptom,低热,1567,304213008
1788,风湿性多发性肌痛症,430,65323003,has symptom,体重减轻,1846,89362005
1789,风湿性多发性肌痛症,430,65323003,has symptom,乏力,1405,13791008
1795,风湿性二尖瓣关闭不全,509,31085000,has symptom_main,呼吸困难,1207,267036007
1796,风湿性二尖瓣关闭不全,509,31085000,has symptom_main,乏力,1405,13791008
1797,风湿性二尖瓣关闭不全,509,31085000,has symptom_main,收缩期杂音,1310,31574009
1798,风湿性二尖瓣关闭不全,509,31085000,has symptom_main,心悸,1961,80313002
1799,风湿性二尖瓣关闭不全,509,31085000,has symptom,心脏震颤,1785,271656000
1802,风湿性二尖瓣狭窄,218,86466006,has symptom_main,风湿热,2098,58718002
1803,风湿性二尖瓣狭窄,218,86466006,has symptom_main,咳嗽,1406,49727002
1804,风湿性二尖瓣狭窄,218,86466006,has symptom_main,二尖瓣面容,1558,10051000
1805,风湿性二尖瓣狭窄,218,86466006,has symptom_main,咯血,1986,66857006
1806,风湿性二尖瓣狭窄,218,86466006,has symptom_main,呼吸困难,1207,267036007
1807,风湿性二尖瓣狭窄,218,86466006,has symptom,声音嘶哑,775,50219008
1808,风湿性二尖瓣狭窄,218,86466006,has symptom,心悸,1961,80313002
1809,风湿性二尖瓣狭窄,218,86466006,has symptom,心尖部第1心音亢进,2041,13383001|79863002
1813,风湿性关节炎,580,3723001,has symptom_main,发热,755,386661006
1814,风湿性关节炎,580,3723001,has symptom_main,关节痛,752,57676002
1815,风湿性关节炎,580,3723001,has symptom_main,肌肉痛,1687,68962001
1816,风湿性关节炎,580,3723001,has symptom,乏力,1405,13791008
1817,风湿性关节炎,580,3723001,has symptom,骨痛,2002,12584003
1818,风湿性关节炎,580,3723001,has symptom,躯干麻木,854,22943007|44077006
1830,风湿性心脏病,516,23685000,has symptom_main,呼吸困难,1207,267036007
1831,风湿性心脏病,516,23685000,has symptom_main,心悸,1961,80313002
1832,风湿性心脏病,516,23685000,has symptom_main,心律失常,2094,698247007
1833,风湿性心脏病,516,23685000,has symptom,食欲下降,987,64379006
1834,风湿性心脏病,516,23685000,has symptom,吞咽困难,1265,40739000
1844,氟牙症,508,30265004,has symptom_main,棕褐色牙,1020,234981009
1845,氟牙症,508,30265004,has symptom,恶心,1369,422587007
1846,氟牙症,508,30265004,has symptom,腹泻,992,62315008
1847,氟牙症,508,30265004,has symptom,虚脱,889,271787007
1848,氟牙症,508,30265004,has symptom,牙釉质缺损,1408,76993005|6920004
1849,附睾炎,697,31070006,has symptom_main,附睾压痛,1529,300501005
1850,附睾炎,697,31070006,has symptom_main,阴囊肿大,826,271687003
1851,附睾炎,697,31070006,has symptom_main,阴囊坠胀痛,979,20502007
1852,附睾炎,697,31070006,has symptom,高热,1421,409702008
1853,附睾炎,697,31070006,has symptom,腹股沟淋巴结肿大,855,127199000
1854,附睾炎,697,31070006,has symptom,腹股沟疼痛,1123,102570003
1855,附睾炎,697,31070006,has symptom,输精管变粗,858,57671007|89977008
1856,附睾炎,697,31070006,has symptom,下腹部钝痛,1741,27033000|83644001
1857,附睾炎,697,31070006,has symptom,下腹部酸胀感,1280,27033000|71393004
1870,附件炎,637,46536000,has symptom_main,阴道分泌物增多,1267,289560001
1871,附件炎,637,46536000,has symptom_main,腹痛,1288,21522001
1872,附件炎,637,46536000,has symptom,发热,755,386661006
1873,附件炎,637,46536000,has symptom,卵巢积液,882,15497006|41699000
1889,复发性溃疡,446,42433008,has symptom_main,恶心,1369,422587007
1890,复发性溃疡,446,42433008,has symptom_main,呕吐,1608,422400008
1891,复发性溃疡,446,42433008,has symptom_main,嗳气,1140,271834000
1892,复发性溃疡,446,42433008,has symptom_main,腹泻,992,62315008
1893,复发性溃疡,446,42433008,has symptom_main,无规律性的腹部疼痛,1397,21522001|49608001
1894,复发性溃疡,446,42433008,has symptom_main,消化不良,630,162031009
1895,复发性溃疡,446,42433008,has symptom,恶心,1369,422587007
1896,复发性溃疡,446,42433008,has symptom,腹痛,1288,21522001
1897,复发性溃疡,446,42433008,has symptom,消化性溃疡,55,13200003
1898,复发性流产,484,102878001,has symptom_main,下腹痛,928,54586004
1899,复发性流产,484,102878001,has symptom_main,阴道不规则出血,1463,289530006|49608001
1900,复发性流产,484,102878001,has symptom,难免流产,1661,59363009
1901,复发性流产,484,102878001,has symptom,完全流产,1334,267194005
1902,复发性流产,484,102878001,has symptom,先兆流产,635,54048003
1903,复发性流产,484,102878001,has symptom,阴道排出碎块组织,1605,
1904,复发性流产,484,102878001,has symptom,子宫颈扩张,1173,127375006
1905,复发性流产,484,102878001,has symptom,自发性流产,2016,17369002
1906,副流行性感冒,243,12188008,has symptom_main,头痛,1650,25064002
1907,副流行性感冒,243,12188008,has symptom_main,发热,755,386661006
1908,副流行性感冒,243,12188008,has symptom,流鼻涕,1571,64531003
1909,副流行性感冒,243,12188008,has symptom,全身不适,1460,247347003|261188006
1910,副流行性感冒,243,12188008,has symptom,声音嘶哑,775,50219008
1911,副流行性感冒,243,12188008,has symptom,咽喉痛,1743,162397003
1916,副溶血孤菌肠炎,409,75375008,has symptom_main,腹痛,1288,21522001
1917,副溶血孤菌肠炎,409,75375008,has symptom_main,腹泻,992,62315008
1918,副溶血孤菌肠炎,409,75375008,has symptom_main,里急后重,1182,267053000
1919,副溶血孤菌肠炎,409,75375008,has symptom,发热,755,386661006
1920,副溶血孤菌肠炎,409,75375008,has symptom,腹部压痛,1070,43478001
1921,副溶血孤菌肠炎,409,75375008,has symptom,脓血便,1677,405729008|255316004
1922,副溶血孤菌肠炎,409,75375008,has symptom,畏寒,1175,80585000
1930,副溶血性弧菌食物中毒,743,81159000,has symptom_main,腹部阵发性绞痛,1655,9991008|26593000
1931,副溶血性弧菌食物中毒,743,81159000,has symptom_main,发热,755,386661006
1932,副溶血性弧菌食物中毒,743,81159000,has symptom_main,腹泻,992,62315008
1933,副溶血性弧菌食物中毒,743,81159000,has symptom_main,洗肉水样便,859,
1934,副溶血性弧菌食物中毒,743,81159000,has symptom,恶心,1369,422587007
1935,副溶血性弧菌食物中毒,743,81159000,has symptom,腹部不适,770,43364001
1936,副溶血性弧菌食物中毒,743,81159000,has symptom,腹痛,1288,21522001
1937,副溶血性弧菌食物中毒,743,81159000,has symptom,脓血便,1677,405729008|255316004
1938,副溶血性弧菌食物中毒,743,81159000,has symptom,呕吐,1608,422400008
1945,副银屑病,39,88233000,has symptom_main,大量皮肤脱屑,1484,271767006|46998006
1946,副银屑病,39,88233000,has symptom_main,皮肤出血,776,297968009
1947,副银屑病,39,88233000,has symptom_main,丘疹,1940,445328000
1948,副银屑病,39,88233000,has symptom_main,鳞屑,1993,271761007
1949,副银屑病,39,88233000,has symptom_main,水疱,885,339008
1950,副银屑病,39,88233000,has symptom_main,皮肤泛发性红色,1682,164424003|19648000
1951,副银屑病,39,88233000,has symptom,痘疮,1546,67924001
1952,副银屑病,39,88233000,has symptom,脓疱,1622,271760008
1960,腹股沟斜疝,228,65626001,has symptom_main,腹股沟区可复性肿块,931,
1961,腹股沟斜疝,228,65626001,has symptom_main,腹股沟疼痛,1123,102570003
1962,腹股沟斜疝,228,65626001,has symptom_main,疝区的疼痛,888,414403008|22253000
1963,腹股沟斜疝,228,65626001,has symptom,便秘,1733,14760008
1964,腹股沟斜疝,228,65626001,has symptom,恶心,1369,422587007
1965,腹股沟斜疝,228,65626001,has symptom,腹股沟处肿胀,1586,274743004
1966,腹股沟斜疝,228,65626001,has symptom,腹痛,1288,21522001
1967,腹股沟斜疝,228,65626001,has symptom,腹胀,1028,60728008
1968,腹股沟斜疝,228,65626001,has symptom,停止排气,1045,249504006|422117008
1969,腹股沟斜疝,228,65626001,has symptom,无痛性阴囊肿块,2191,53929009|255350008
1970,腹股沟斜疝,228,65626001,has symptom,休克,1868,27942005
1973,腹股沟直疝,738,73147001,has symptom_main,腹股沟肿块,2024,281398003
1974,腹股沟直疝,738,73147001,has symptom,股三角区压痛,1694,2510000|247348008
1975,腹股沟直疝,738,73147001,has symptom,下腹部包块,1842,27033000|4147007
1976,腹股沟直疝,738,73147001,has symptom,下腹部钝痛,1741,27033000|83644001
1977,腹股沟直疝,738,73147001,has symptom,下腹部酸胀感,1280,27033000|71393004
1980,肝硬化,531,19943007,has symptom,乏力,1405,13791008
1981,肝硬化,531,19943007,has symptom,腹水,1959,389026000
1982,肝硬化,531,19943007,has symptom,肝掌,1384,248413004
1983,肝硬化,531,19943007,has symptom,食欲下降,987,64379006
1984,肝硬化,531,19943007,has symptom,消瘦,1036,61294007
1985,肝硬化,531,19943007,has symptom,蜘蛛痣,2136,195382003
1986,肝硬化,531,19943007,has symptom,肝脾肿大,1866,36760000
1987,肝硬化,531,19943007,has symptom,出血,1628,131148009
1988,肝硬化,531,19943007,has symptom,低蛋白血症,1971,8900005
1989,肝硬化,531,19943007,has symptom,黄疸,829,18165001
2012,肝硬化男性性功能减弱综合征,620,5413009|248153007,has symptom_main,男性乳房大,1775,4754008
2013,肝硬化男性性功能减弱综合征,620,5413009|248153007,has symptom_main,睾丸萎缩,1916,17585008
2014,肝硬化男性性功能减弱综合征,620,5413009|248153007,has symptom_main,性欲减退,2078,52833006
2015,肝硬化男性性功能减弱综合征,620,5413009|248153007,has symptom,肝掌,1384,248413004
2016,肝硬化男性性功能减弱综合征,620,5413009|248153007,has symptom,食欲下降,987,64379006
2017,肝硬化男性性功能减弱综合征,620,5413009|248153007,has symptom,阴毛稀少,1496,251819007
2018,肝硬化男性性功能减弱综合征,620,5413009|248153007,has symptom,蜘蛛痣,2136,195382003
2024,肝脏血管瘤,475,93469006,has symptom_main,腹部肿块,949,271860004
2025,肝脏血管瘤,475,93469006,has symptom,腹部不适,770,43364001
2026,肝脏血管瘤,475,93469006,has symptom,腹部压痛,1070,43478001
2027,肝脏血管瘤,475,93469006,has symptom,肝腹水,1271,236004002
2028,肝脏血管瘤,475,93469006,has symptom,呼吸困难,1207,267036007
2029,肝脏血管瘤,475,93469006,has symptom,上腹不适,1849,119416008
2030,肝脏血管瘤,475,93469006,has symptom,吞咽困难,1265,40739000
2031,肝脏血管瘤,475,93469006,has symptom,阻塞性黄疸,1910,59848001
2033,肝脂肪变性,47,197321007,has symptom_main,乏力,1405,13791008
2034,肝脂肪变性,47,197321007,has symptom_main,食欲下降,987,64379006
2035,肝脂肪变性,47,197321007,has symptom_main,消化不良,630,162031009
2036,肝脂肪变性,47,197321007,has symptom,恶心,1369,422587007
2037,肝脂肪变性,47,197321007,has symptom,肝脏肿大,1799,80515008
2038,感冒,447,82272006,has symptom_main,打喷嚏,1520,76067001
2039,感冒,447,82272006,has symptom_main,发热,755,386661006
2040,感冒,447,82272006,has symptom_main,乏力,1405,13791008
2041,感冒,447,82272006,has symptom_main,咳嗽,1406,49727002
2042,感冒,447,82272006,has symptom_main,鼻塞,1515,68235000
2043,感冒,447,82272006,has symptom_main,流鼻涕,1571,64531003
2044,感冒,447,82272006,has symptom_main,咽喉痛,1743,162397003
2045,感冒,447,82272006,has symptom,肌肉痛,1687,68962001
2046,感冒,447,82272006,has symptom,头痛,1650,25064002
2047,感冒,447,82272006,has symptom,扁桃体炎,472,90176007
2053,感染性心内膜炎,84,233850007,has symptom_main,发热,755,386661006
2054,感染性心内膜炎,84,233850007,has symptom_main,心脏杂音,1921,88610006
2055,感染性心内膜炎,84,233850007,has symptom,肺栓塞,29,59282003
2056,感染性心内膜炎,84,233850007,has symptom,食欲下降,987,64379006
2057,感染性心内膜炎,84,233850007,has symptom,视网膜Roth斑,1246,95688008
2058,感染性心内膜炎,84,233850007,has symptom,乏力,1405,13791008
2070,干燥综合征,330,83901003,has symptom_main,口干舌燥,997,87715008
2071,干燥综合征,330,83901003,has symptom_main,眼干,1205,162290004
2072,干燥综合征,330,83901003,has symptom,低热,1567,304213008
2073,干燥综合征,330,83901003,has symptom,乏力,1405,13791008
2074,干燥综合征,330,83901003,has symptom,关节痛,752,57676002
2075,干燥综合征,330,83901003,has symptom,皮疹,1042,271807003
2076,干燥综合征,330,83901003,has symptom,反复感染,998,40733004|255227004
2077,干燥综合征,330,83901003,has symptom,面部脱皮,1994,89545001|271767006
2078,干燥综合征,330,83901003,has symptom,舌痛,1913,30731004
2079,干燥综合征,330,83901003,has symptom,神经失用,1193,370509002
2081,肛裂,633,30037006,has symptom_main,便秘,1733,14760008
2082,肛裂,633,30037006,has symptom_main,便血,870,405729008
2083,肛裂,633,30037006,has symptom_main,肛门疼痛,920,68653001
2084,肛裂,633,30037006,has symptom,肛门瘙痒,907,90446007
2085,肛裂,633,30037006,has symptom,排粪时肛门灼痛,1022,53505006|225595004|36349006
2086,肛裂,633,30037006,has symptom,坐立不安,863,162221009
2095,肛瘘,668,58103005,has symptom_main,肛门瘙痒,907,90446007
2096,肛瘘,668,58103005,has symptom_main,肛门疼痛,920,68653001
2097,肛瘘,668,58103005,has symptom_main,肛旁脓肿,458,82127005
2098,肛瘘,668,58103005,has symptom,发热,755,386661006
2099,肛瘘,668,58103005,has symptom,肛门阵发性钝痛,1084,53505006|83644001|26593000
2100,肛瘘,668,58103005,has symptom,肛门流脓,2085,53505006|255316004
2101,肛瘘,668,58103005,has symptom,肛周皮肤潮红,1653,21308002|386713009
2102,肛瘘,668,58103005,has symptom,排粪时肛门灼痛,1022,53505006|225595004|36349006
2103,肛瘘,668,58103005,has symptom,直肠肛门内胀痛不适,1325,
2108,肛门息肉,204,88580009,has symptom_main,腹痛,1288,21522001
2109,肛门息肉,204,88580009,has symptom_main,腹泻,992,62315008
2110,肛门息肉,204,88580009,has symptom_main,里急后重,1182,267053000
2111,肛门息肉,204,88580009,has symptom_main,直肠脱垂,527,57773001
2112,肛门息肉,204,88580009,has symptom_main,便血,870,405729008
2118,肛门直肠周围脓肿,242,75236001,has symptom_main,排便不尽感,877,111989001|255599008
2119,肛门直肠周围脓肿,242,75236001,has symptom_main,直肠肛门内胀痛不适,1325,
2120,肛门直肠周围脓肿,242,75236001,has symptom_main,直肠疼痛,1669,77880009
2121,肛门直肠周围脓肿,242,75236001,has symptom,肛门指检触及肿块,1021,
2122,肛门直肠周围脓肿,242,75236001,has symptom,肛门隐痛,1124,68653001|83644001
2123,肛门直肠周围脓肿,242,75236001,has symptom,肛旁脓肿,458,82127005
2124,肛门直肠周围脓肿,242,75236001,has symptom,肛腺分泌减少,1423,78293005|75823008|1250004
2125,肛门直肠周围脓肿,242,75236001,has symptom,肛周皮肤潮红,1653,21308002|386713009
2131,肛旁脓肿,458,82127005,has symptom_main,肛周皮肤肿胀,1069,21308002|65124004
2132,肛旁脓肿,458,82127005,has symptom_main,肛周疼痛,2017,307225003
2133,肛旁脓肿,458,82127005,has symptom,肛门瘙痒,907,90446007
2134,肛旁脓肿,458,82127005,has symptom,肛内分泌物多,1551,249661007|35105006
2135,肛旁脓肿,458,82127005,has symptom,肛周皮肤潮红,1653,21308002|386713009
2136,肛旁脓肿,458,82127005,has symptom,肛周皮肤湿疹,838,21308002|43116000
2142,肛周湿疹,271,275448003,has symptom_main,肛门瘙痒,907,90446007
2143,肛周湿疹,271,275448003,has symptom_main,肛周皮肤潮红,1653,21308002|386713009
2144,肛周湿疹,271,275448003,has symptom,肛周皮肤脓疱,1090,264133008|47002008
2145,肛周湿疹,271,275448003,has symptom,肛周皮肤血痂,1308,81939000|822985002
2152,高度近视,434,34187009,has symptom,视物模糊,1064,246636008
2153,高度近视,434,34187009,has symptom,视力障碍,1300,95677002
2154,高度近视,434,34187009,has symptom,眼前黑影,1710,162278001
2156,高钙血症,91,66931009,has symptom_main,恶心,1369,422587007
2157,高钙血症,91,66931009,has symptom_main,肌张力降低,942,398151007
2158,高钙血症,91,66931009,has symptom_main,呕吐,1608,422400008
2159,高钙血症,91,66931009,has symptom_main,厌食,827,79890006
2160,高钙血症,91,66931009,has symptom_main,嗜睡,1691,271782001
2161,高钙血症,91,66931009,has symptom_main,意识模糊,1658,40917007
2162,高钙血症,91,66931009,has symptom_main,便秘,1733,14760008
2163,高钙血症,91,66931009,has symptom_main,多尿,821,162182005
2164,高钙血症,91,66931009,has symptom_main,乏力,1405,13791008
2165,高钙血症,91,66931009,has symptom_main,昏迷,1953,371632003
2166,高钙血症,91,66931009,has symptom,多饮,1490,17173007
2172,高钾血症,383,14140009,has symptom_main,肢体麻木,1227,310501001
2173,高钾血症,383,14140009,has symptom_main,心律失常,2094,698247007
2174,高钾血症,383,14140009,has symptom,乏力,1405,13791008
2175,高钾血症,383,14140009,has symptom,心动过缓,873,48867003
2176,高钾血症,383,14140009,has symptom,恶心,1369,422587007
2177,高钾血症,383,14140009,has symptom,烦躁不安,878,30819006
2178,高钾血症,383,14140009,has symptom,腹痛,1288,21522001
2179,高钾血症,383,14140009,has symptom,心力衰竭,1818,84114007
2186,高镁血症,56,66978005,has symptom_main,呕吐,1608,422400008
2187,高镁血症,56,66978005,has symptom_main,食欲下降,987,64379006
2188,高镁血症,56,66978005,has symptom_main,头痛,1650,25064002
2189,高镁血症,56,66978005,has symptom_main,恶心,1369,422587007
2190,高镁血症,56,66978005,has symptom_main,皮肤潮红,1399,238810007
2191,高镁血症,56,66978005,has symptom,昏迷,1953,371632003
2192,高镁血症,56,66978005,has symptom,腱反射消失,1447,349006
2193,高镁血症,56,66978005,has symptom,嗜睡,1691,271782001
2194,高镁血症,56,66978005,has symptom,心律失常,2094,698247007
2201,高钠血症,141,771115008,has symptom_main,癫痫,1901,84757009
2202,高钠血症,141,771115008,has symptom_main,癫痫发作,1061,91175000
2203,高钠血症,141,771115008,has symptom_main,发热,755,386661006
2204,高钠血症,141,771115008,has symptom_main,呼吸困难,1207,267036007
2205,高钠血症,141,771115008,has symptom_main,昏迷,1953,371632003
2206,高钠血症,141,771115008,has symptom_main,呕吐,1608,422400008
2207,高钠血症,141,771115008,has symptom_main,情感淡漠,1210,20602000
2208,高钠血症,141,771115008,has symptom_main,意识模糊,1658,40917007
2209,高钠血症,141,771115008,has symptom_main,昏迷,1953,371632003
2210,高钠血症,141,771115008,has symptom_main,进行性肌张力增加,1886,56731001|255314001
2211,高钠血症,141,771115008,has symptom,嗜睡,1691,271782001
2212,高钠血症,141,771115008,has symptom,恶心与呕吐,1510,16932000
2213,高钠血症,141,771115008,has symptom,烦躁不安,878,30819006
2222,高渗性脱水,685,427784006,has symptom_main,口渴,1589,59299002
2223,高渗性脱水,685,427784006,has symptom_main,少尿,2110,83128009
2224,高渗性脱水,685,427784006,has symptom_main,乏力,1405,13791008
2225,高渗性脱水,685,427784006,has symptom,幻觉,2009,7011001
2226,高渗性脱水,685,427784006,has symptom,昏迷,1953,371632003
2227,高渗性脱水,685,427784006,has symptom,嗜睡,1691,271782001
2228,高渗性脱水,685,427784006,has symptom,休克,1868,27942005
2229,高渗性脱水,685,427784006,has symptom,脑细胞脱水,1726,
2236,高血压肾病,122,38481006,has symptom_main,蛋白尿,1696,29738008
2237,高血压肾病,122,38481006,has symptom_main,血尿,844,34436003
2238,高血压肾病,122,38481006,has symptom_main,夜尿增多,1350,139394000
2239,高血压肾病,122,38481006,has symptom,高血压,1732,24184005
2240,高血压肾病,122,38481006,has symptom,尿常规异常,1819,167222005
2241,高血压肾病,122,38481006,has symptom,心力衰竭,1818,84114007
2248,高血压性心肌病,616,108701000119102,has symptom_main,下肢水肿,2088,102572006
2249,高血压性心肌病,616,108701000119102,has symptom_main,胸痛,2062,29857009
2250,高血压性心肌病,616,108701000119102,has symptom_main,呼吸困难,1207,267036007
2251,高血压性心肌病,616,108701000119102,has symptom_main,心悸,1961,80313002
2252,高血压性心肌病,616,108701000119102,has symptom,乏力,1405,13791008
2253,高血压性心肌病,616,108701000119102,has symptom,心尖搏动弥散,799,68031002|86902002
2254,高血压性心肌病,616,108701000119102,has symptom,心律失常,2094,698247007
2263,高血压眼病,408,4210003,has symptom_main,高血压,1732,24184005
2264,高血压眼病,408,4210003,has symptom_main,视力下降,2010,225581002
2265,高血压眼病,408,4210003,has symptom_main,眼底出血,2133,65784005|50960005
2266,高血压眼病,408,4210003,has symptom_main,视乳头水肿,1097,423341008
2267,高血压眼病,408,4210003,has symptom_main,视网膜出血,1975,28998008
2268,高血压眼病,408,4210003,has symptom_main,视网膜水肿,1474,6141006
2269,高血压眼病,408,4210003,has symptom,病理性近视,1098,57190000|29458008
2270,高血压眼病,408,4210003,has symptom,视网膜静脉纡曲怒张,1889,247117008
2271,高血压眼病,408,4210003,has symptom,眼球震颤,952,563001
2292,睾丸扭转,473,81996005,has symptom_main,睾丸疼痛,1253,63901009
2293,睾丸扭转,473,81996005,has symptom_main,睾丸肿大,1717,438457000
2294,睾丸扭转,473,81996005,has symptom,恶心,1369,422587007
2295,睾丸扭转,473,81996005,has symptom,睾丸下垂,1917,40689003|29696001
2296,睾丸扭转,473,81996005,has symptom,厌食,827,79890006
2297,睾丸扭转,473,81996005,has symptom,阴囊坠胀痛,979,20502007
2300,睾丸炎,103,274718005,has symptom_main,高热,1421,409702008
2301,睾丸炎,103,274718005,has symptom_main,睾丸疼痛,1253,63901009
2302,睾丸炎,103,274718005,has symptom_main,畏寒,1175,80585000
2303,睾丸炎,103,274718005,has symptom_main,阴囊肿大,826,271687003
2304,睾丸炎,103,274718005,has symptom_main,阴囊坠胀痛,979,20502007
2305,睾丸炎,103,274718005,has symptom_main,睾丸压痛,927,300489007
2306,睾丸炎,103,274718005,has symptom,睾丸下垂,1917,40689003|29696001
2307,睾丸炎,103,274718005,has symptom,男性小腹痛,1554,54586004|339947000
2308,睾丸炎,103,274718005,has symptom,双侧睾丸不等大,1536,40689003|39425008
2316,跟腱炎,641,11654001,has symptom_main,足跟痛,1395,2733002
2319,更年期综合征,78,123756000,has symptom_main,月经周期改变,2018,42131003
2320,更年期综合征,78,123756000,has symptom,多疑,1931,163614007
2321,更年期综合征,78,123756000,has symptom,健忘,806,55533009
2322,更年期综合征,78,123756000,has symptom,绝经,964,81785007
2323,更年期综合征,78,123756000,has symptom,脾气变坏,1698,83943005
2324,更年期综合征,78,123756000,has symptom,声音嘶哑,775,50219008
2325,更年期综合征,78,123756000,has symptom,睡觉后全身大汗淋漓,1513,52613005|309610004
2326,更年期综合征,78,123756000,has symptom,性兴趣减退感,675,270903007
2327,更年期综合征,78,123756000,has symptom,眩晕,2007,399153001
2328,更年期综合征,78,123756000,has symptom_main,脸红,868,271811009
2329,更年期综合征,78,123756000,has symptom,盗汗,1750,42984000
2330,功能失调性子宫出血,535,19155002,has symptom_main,停经,1899,6908007
2331,功能失调性子宫出血,535,19155002,has symptom_main,阴道不规则出血,1463,289530006|49608001
2332,功能失调性子宫出血,535,19155002,has symptom_main,子宫出血,1264,38280009
2333,功能失调性子宫出血,535,19155002,has symptom,月经周期改变,2018,42131003
2334,功能失调性子宫出血,535,19155002,has symptom,腹痛,1288,21522001
2335,功能失调性子宫出血,535,19155002,has symptom,下腹坠胀,1933,
2336,功能失调性子宫出血,535,19155002,has symptom,消瘦,1036,61294007
2347,功能性消化不良,312,3696007,has symptom,腹痛,1288,21522001
2348,功能性消化不良,312,3696007,has symptom,呕吐,1608,422400008
2349,功能性消化不良,312,3696007,has symptom,嗳气,1140,271834000
2350,功能性消化不良,312,3696007,has symptom,呃逆,1593,65958008
2351,功能性消化不良,312,3696007,has symptom,恶心,1369,422587007
2352,功能性消化不良,312,3696007,has symptom,腹部不适,770,43364001
2353,功能性消化不良,312,3696007,has symptom,腹泻,992,62315008
2354,功能性消化不良,312,3696007,has symptom,腹胀,1028,60728008
2355,功能性消化不良,312,3696007,has symptom,食欲下降,987,64379006
2356,功能性消化不良,312,3696007,has symptom,早饱,1223,442076002
2357,功能性消化不良,312,3696007,has symptom,唾液臭,1378,
2358,功能性消化不良,312,3696007,has symptom,放屁过臭,1875,249507004
2366,宫颈息肉,496,65576009,has symptom_main,阴道分泌物增多,1267,289560001
2367,宫颈息肉,496,65576009,has symptom,接触性出血,1560,248980004
2368,宫颈息肉,496,65576009,has symptom,子宫颈有举痛,1067,289818008
2374,孤独症,507,408856003,has symptom_main,交流障碍,1969,278919001
2375,孤独症,507,408856003,has symptom_main,刻板重复,1863,423884000|263856008
2376,孤独症,507,408856003,has symptom_main,社会交往障碍,2042,105510002
2377,孤独症,507,408856003,has symptom_main,兴趣狭窄,1780,365462008|263706005
2382,股神经痛,568,35496009,has symptom,股前放射痛,1094,83038001|9972008
2383,股神经痛,568,35496009,has symptom,股前区痛,1110,83038001|22253000
2384,股神经痛,568,35496009,has symptom,神经痛,1747,16269008
2385,股神经痛,568,35496009,has symptom,下腹部压痛,800,301409004
2386,股神经痛,568,35496009,has symptom,腰痛,1126,279039007
2387,股神经痛,568,35496009,has symptom,腰椎疼痛,1602,73903008|22253000
2392,骨关节炎,716,396275006,has symptom_main,关节活动受限,1978,70733008
2393,骨关节炎,716,396275006,has symptom_main,关节痛,752,57676002
2394,骨关节炎,716,396275006,has symptom_main,关节肿胀,988,271771009
2395,骨关节炎,716,396275006,has symptom,晨僵,2043,40144003
2396,骨关节炎,716,396275006,has symptom,乏力,1405,13791008
2397,骨关节炎,716,396275006,has symptom,肌肉萎缩,2080,88092000
2398,骨关节炎,716,396275006,has symptom,食欲下降,987,64379006
2399,骨关节炎,716,396275006,has symptom,畏寒,1175,80585000
2400,骨关节炎,716,396275006,has symptom,代偿性腰椎前凸,1672,313471000119104|17275008
2403,骨质疏松,173,64859006,has symptom_main,乏力,1405,13791008
